hgnc_symbol	chromosome_name
LOXL1	15
LOXL2	8
LOXL3	2
LOXL4	10
LPAL2	6
LPAR1	9
LPAR2	19
LPAR4	X
LPAR5	12
LPAR6	13
LPCAT1	5
LPCAT2	16
LPCAT3	12
LPCAT4	15
LPGAT1	1
LPIN1	2
LPIN2	18
LPIN3	20
LPO	17
LPP	3
LPXN	11
LRAT	4
LRBA	4
LRCH1	13
LRCH2	X
LRCH3	3
LRCH4	7
LRFN1	19
LRFN3	19
LRFN4	11
LRFN5	14
LRG1	19
LRGUK	7
LRIF1	1
LRIG1	3
LRIG2	1
LRIG3	12
LRIT3	4
LRP1	12
LRP10	14
LRP11	6
LRP12	8
LRP2BP	4
LRP3	19
LRP4	11
LRP5	11
LRP5L	22
LRP6	12
LRP8	1
LRPAP1	4
LRPPRC	2
LRR1	14
LRRC1	6
LRRC10	12
LRRC10B	11
LRRC14	8
LRRC15	3
LRRC16A	6
LRRC16B	14
LRRC17	7
LRRC19	9
LRRC2	3
LRRC20	10
LRRC23	12
LRRC24	8
LRRC25	19
LRRC26	9
LRRC27	10
LRRC28	15
LRRC29	16
LRRC3	21
LRRC32	11
LRRC34	3
LRRC36	16
LRRC37A	17
LRRC37A2	17
LRRC37A3	17
LRRC37B	17
LRRC39	1
LRRC3B	3
LRRC4	7
LRRC40	1
LRRC41	1
LRRC42	1
LRRC43	12
LRRC45	17
LRRC46	17
LRRC47	1
LRRC49	15
LRRC4B	19
LRRC4C	11
LRRC55	11
LRRC56	11
LRRC57	15
LRRC58	3
LRRC59	17
LRRC6	8
LRRC61	7
LRRC66	4
LRRC69	8
LRRC70	5
LRRC71	1
LRRC73	6
LRRC74B	22
LRRC75A	17
LRRC75A-AS1	17
LRRC75B	22
LRRC8A	9
LRRC8B	1
LRRC8C	1
LRRC8D	1
LRRC8E	19
LRRCC1	8
LRRD1	7
LRRFIP1	2
LRRFIP2	3
LRRIQ1	12
LRRIQ3	1
LRRK1	15
LRRK2	12
LRRN1	3
LRRN2	1
LRRN3	7
LRRN4	20
LRRN4CL	11
LRRTM2	5
LRSAM1	9
LRTOMT	11
LRWD1	7
LSAMP	3
LSG1	3
LSM1	8
LSM10	1
LSM11	5
LSM12	17
LSM14A	19
LSM14B	20
LSM2	6
LSM3	3
LSM4	19
LSM5	7
LSM6	4
LSM7	19
LSM8	7
LSMEM1	7
LSMEM2	3
LSP1	11
LSR	19
LSS	21
LST1	6
LTA	6
LTA4H	12
LTB	6
LTB4R	14
LTB4R2	14
LTBP1	2
LTBP2	14
LTBP3	11
LTBP4	19
LTBR	12
LTC4S	5
LTK	15
LTN1	21
LTV1	6
LUC7L	16
LUC7L3	17
LUM	12
LURAP1	1
LURAP1L	9
LUZP1	1
LUZP2	11
LUZP6	7
LXN	3
LY6D	8
LY6E	8
LY6G5B	6
LY6G5C	6
LY6G6C	6
LY6K	8
LY75	2
LY86	6
LY86-AS1	6
LY9	1
LY96	8
LYAR	4
LYG1	2
LYL1	19
LYN	8
LYNX1	8
LYPD1	2
LYPD3	19
LYPD5	19
LYPD6	2
LYPD6B	2
LYPLA1	8
LYPLA2	1
LYPLAL1	1
LYRM1	16
LYRM2	6
LYRM4	6
LYRM5	12
LYRM7	5
LYRM9	17
LYSMD1	1
LYSMD2	15
LYSMD3	5
LYSMD4	15
LYST	1
LZIC	1
LZTFL1	3
LZTR1	22
LZTS1	8
LZTS2	10
M1AP	2
M6PR	12
MAATS1	3
MAB21L1	13
MAB21L3	1
MACC1	7
MACF1	1
MACROD1	11
MACROD2	20
MAD1L1	7
MAD2L1	4
MAD2L1BP	6
MAD2L2	1
MADCAM1	19
MADD	11
MAEA	4
MAEL	1
MAF	16
MAF1	8
MAFB	20
MAFF	22
MAFG	17
MAFG-AS1	17
MAFK	7
MAGEA8	X
MAGEB4	X
MAGED1	X
MAGED2	X
MAGED4	X
MAGED4B	X
MAGEE1	X
MAGEE2	X
MAGEF1	3
MAGEH1	X
MAGEL2	15
MAGI1	3
MAGI2	7
MAGI3	1
MAGIX	X
MAGOH	1
MAGOHB	12
MAGT1	X
MAK	6
MAK16	8
MAL	2
MAL2	8
MALAT1	11
MALL	2
MALSU1	7
MALT1	18
MAMDC2	9
MAMDC4	9
MAML1	5
MAML2	11
MAML3	4
MAMLD1	X
MAMSTR	19
MAN1A1	6
MAN1A2	1
MAN1B1	9
MAN1B1-AS1	9
MAN1C1	1
MAN2A1	5
MAN2A2	15
MAN2B1	19
MAN2B2	4
MAN2C1	15
MANBA	4
MANBAL	20
MANEA	6
MANEAL	1
MANSC1	12
MAOB	X
MAP10	1
MAP1A	15
MAP1B	5
MAP1LC3A	20
MAP1LC3B	16
MAP1LC3B2	12
MAP1LC3C	1
MAP1S	19
MAP2	2
MAP2K1	15
MAP2K2	19
MAP2K3	17
MAP2K4	17
MAP2K5	15
MAP2K6	17
MAP2K7	19
MAP3K1	5
MAP3K10	19
MAP3K11	11
MAP3K12	12
MAP3K13	3
MAP3K14	17
MAP3K14-AS1	17
MAP3K15	X
MAP3K2	2
MAP3K3	17
MAP3K4	6
MAP3K5	6
MAP3K6	1
MAP3K7	6
MAP3K7CL	21
MAP3K8	10
MAP3K9	14
MAP4	3
MAP4K1	19
MAP4K2	11
MAP4K3	2
MAP4K4	2
MAP4K5	14
MAP6	11
MAP6D1	3
MAP7	6
MAP7D1	1
MAP7D2	X
MAP7D3	X
MAP9	4
MAPK1	22
MAPK10	4
MAPK11	22
MAPK12	22
MAPK13	6
MAPK14	6
MAPK15	8
MAPK1IP1L	14
MAPK3	16
MAPK4	18
MAPK6	15
MAPK7	17
MAPK8	10
MAPK8IP1	11
MAPK8IP2	22
MAPK8IP3	16
MAPK9	5
MAPKAP1	9
MAPKAPK2	1
MAPKAPK3	3
MAPKAPK5	12
MAPKAPK5-AS1	12
MAPKBP1	15
MAPRE1	20
MAPRE2	18
MAPRE3	2
MAPT	17
MARC1	1
MARC2	1
MARCH1	4
MARCH2	19
MARCH3	5
MARCH5	10
MARCH6	5
MARCH7	2
MARCH8	10
MARCH9	12
MARCKS	6
MARCKSL1	1
MARK1	1
MARK2	11
MARK3	14
MARK4	19
MARS	12
MARS2	2
MARVELD1	10
MARVELD2	5
MARVELD3	16
MASP2	1
MAST1	19
MAST2	1
MAST3	19
MAST4	5
MASTL	10
MAT1A	10
MAT2A	2
MAT2B	5
MATN1	1
MATN2	8
MATN3	2
MATR3	5
MAU2	19
MAVS	20
MAX	14
MAZ	16
MB21D1	6
MB21D2	3
MBD1	18
MBD2	18
MBD3	19
MBD4	3
MBD5	2
MBD6	12
MBIP	14
MBL1P	10
MBLAC1	7
MBLAC2	5
MBNL1	3
MBNL1-AS1	3
MBNL2	13
MBNL3	X
MBOAT1	6
MBOAT2	2
MBOAT4	8
MBOAT7	19
MBP	18
MBTD1	17
MBTPS1	16
MBTPS2	X
MC1R	16
MC2R	18
MCAM	11
MCAT	22
MCC	5
MCCC1	3
MCCC2	5
MCEE	2
MCF2L	13
MCF2L2	3
MCFD2	2
MCL1	1
MCM10	10
MCM2	3
MCM3	6
MCM3AP	21
MCM3AP-AS1	21
MCM4	8
MCM5	22
MCM6	2
MCM7	7
MCM8	20
MCM9	6
MCMBP	10
MCMDC2	8
MCOLN1	19
MCOLN2	1
MCOLN3	1
MCPH1	8
MCRS1	12
MCTP1	5
MCTP2	15
MCTS1	X
MCU	10
MCUR1	6
MDC1	6
MDFI	6
MDFIC	7
MDGA1	6
MDH1	2
MDH1B	2
MDH2	7
MDK	11
MDM1	12
MDM2	12
MDM4	1
MDN1	6
MDP1	14
ME2	18
ME3	11
MEA1	6
MEAF6	1
MECOM	3
MECP2	X
MECR	1
MED1	17
MED10	5
MED11	17
MED12	X
MED12L	3
MED13	17
MED13L	12
MED14	X
MED15	22
MED16	19
MED17	11
MED18	1
MED19	11
MED20	6
MED21	12
MED22	9
MED23	6
MED24	17
MED25	19
MED26	19
MED27	9
MED28	4
MED29	19
MED30	8
MED31	17
MED4	13
MED6	14
MED7	5
MED8	1
MED9	17
MEDAG	13
MEF2A	15
MEF2B	19
MEF2C	5
MEF2D	1
MEFV	16
MEG3	14
MEGF10	5
MEGF11	15
MEGF6	1
MEGF8	19
MEGF9	9
MEI1	22
MEIOB	16
MEIS1	2
MEIS2	15
MEIS3	19
MELK	9
MEMO1	2
MEN1	11
MEOX1	17
MEOX2	7
MEPCE	7
MERTK	2
MESDC1	15
MESDC2	15
MESP1	15
MESP2	15
MEST	7
MET	7
METAP1	4
METAP1D	2
METAP2	12
METRN	16
METRNL	17
METTL1	12
METTL10	10
METTL12	11
METTL13	1
METTL14	4
METTL15	11
METTL16	17
METTL17	14
METTL18	1
METTL20	12
METTL21A	2
METTL21B	12
METTL21EP	13
METTL22	16
METTL23	17
METTL24	6
METTL25	12
METTL2A	17
METTL2B	7
METTL3	14
METTL4	18
METTL5	2
METTL6	3
METTL7A	12
METTL7B	12
METTL8	2
METTL9	16
MEX3A	1
MEX3B	15
MEX3C	18
MEX3D	19
MFAP1	15
MFAP2	1
MFAP3	5
MFAP3L	4
MFAP4	17
MFF	2
MFGE8	15
MFHAS1	8
MFI2	3
MFN1	3
MFN2	1
MFNG	22
MFRP	11
MFSD1	3
MFSD10	4
MFSD11	17
MFSD12	19
MFSD2B	2
MFSD3	8
MFSD4	1
MFSD5	12
MFSD6	2
MFSD6L	17
MFSD7	4
MFSD8	4
MFSD9	2
MGA	15
MGARP	4
MGAT1	5
MGAT2	14
MGAT3	22
MGAT4A	2
MGAT4B	5
MGAT5	2
MGAT5B	17
MGEA5	10
MGLL	3
MGME1	20
MGMT	10
MGP	12
MGRN1	16
MGST1	12
MGST2	4
MGST3	1
MIA	19
MIA3	1
MIAT	22
MIB1	18
MIB2	1
MICAL1	6
MICAL2	11
MICAL3	22
MICALCL	11
MICALL1	22
MICALL2	7
MICB	6
MICU1	10
MICU2	13
MICU3	8
MID1	X
MID1IP1	X
MID2	X
MIDN	19
MIEF1	22
MIEF2	17
MIEN1	17
MIER1	1
MIER2	19
MIER3	5
MIF	22
MIF4GD	17
MIIP	1
MILR1	17
MIMT1	19
MINA	3
MINK1	17
MINOS1	1
MINPP1	10
MIOS	7
MIPEP	13
MIPOL1	14
MIR17HG	13
MIR22HG	17
MIR4697HG	11
MIR503HG	X
MIR600HG	9
MIR99AHG	21
MIRLET7BHG	22
MIS12	17
MIS18A	21
MIS18BP1	14
MISP	19
MITD1	2
MITF	3
MKI67	10
MKKS	20
MKL1	22
MKL2	16
MKLN1	7
MKNK1	1
MKNK2	19
MKRN1	7
MKRN2	3
MKS1	17
MLANA	9
MLEC	12
MLF1	3
MLF2	12
MLH1	3
MLH3	14
MLKL	16
MLLT1	19
MLLT10	10
MLLT11	1
MLLT3	9
MLLT4	6
MLLT4-AS1	6
MLLT6	17
MLPH	2
MLST8	16
MLX	17
MLXIP	12
MLXIPL	7
MLYCD	16
MMAA	4
MMAB	12
MMACHC	1
MMADHC	2
MMD	17
MMD2	7
MME	3
MMEL1	1
MMGT1	X
MMP11	22
MMP14	14
MMP15	16
MMP16	8
MMP17	12
MMP19	12
MMP2	16
MMP23B	1
MMP24	20
MMP25	16
MMP27	11
MMP28	17
MMRN2	10
MMS19	10
MMS22L	6
MNAT1	14
MND1	4
MNDA	1
MNS1	15
MNT	17
MOAP1	14
MOB1A	2
MOB1B	4
MOB2	11
MOB3A	19
MOB3B	9
MOB3C	1
MOB4	2
MOBP	3
MOCOS	18
MOCS1	6
MOCS2	5
MOCS3	20
MOG	6
MOGAT3	7
MOGS	2
MOK	14
MON1A	3
MON1B	16
MON2	12
MORC2	22
MORC2-AS1	22
MORC3	21
MORC4	X
MORF4L1	15
MORF4L2	X
MORN1	1
MORN2	2
MORN3	12
MORN4	10
MOSPD1	X
MOSPD2	X
MOSPD3	7
MOV10	1
MOV10L1	22
MOXD1	6
MPC1	6
MPC2	1
MPDU1	17
MPDZ	9
MPEG1	11
MPG	16
MPHOSPH10	2
MPHOSPH6	16
MPHOSPH8	13
MPHOSPH9	12
MPI	15
MPL	1
MPLKIP	7
MPND	19
MPO	17
MPP1	X
MPP2	17
MPP3	17
MPP4	2
MPP5	14
MPP6	7
MPP7	10
MPPE1	18
MPPED1	22
MPPED2	11
MPRIP	17
MPST	22
MPV17	2
MPV17L2	19
MPZL1	1
MPZL2	11
MPZL3	11
MR1	1
MRAP2	6
MRAS	3
MRC2	17
MRE11A	11
MREG	2
MRFAP1	4
MRFAP1L1	4
MRGBP	20
MRGPRE	11
MRGPRF	11
MRGPRX2	11
MRI1	19
MRM1	17
MRO	18
MROH1	8
MROH6	8
MROH7	1
MROH8	20
MRPL1	4
MRPL10	17
MRPL11	11
MRPL12	17
MRPL13	8
MRPL14	6
MRPL15	8
MRPL16	11
MRPL17	11
MRPL18	6
MRPL19	2
MRPL2	6
MRPL20	1
MRPL21	11
MRPL22	5
MRPL23	11
MRPL23-AS1	11
MRPL24	1
MRPL27	17
MRPL28	16
MRPL3	3
MRPL30	2
MRPL32	7
MRPL33	2
MRPL34	19
MRPL35	2
MRPL36	5
MRPL37	1
MRPL38	17
MRPL39	21
MRPL4	19
MRPL40	22
MRPL41	9
MRPL42	12
MRPL43	10
MRPL44	2
MRPL45	17
MRPL46	15
MRPL47	3
MRPL48	11
MRPL49	11
MRPL50	9
MRPL51	12
MRPL52	14
MRPL53	2
MRPL54	19
MRPL55	1
MRPL57	13
MRPL9	1
MRPS10	6
MRPS11	15
MRPS12	19
MRPS14	1
MRPS15	1
MRPS16	10
MRPS17	7
MRPS18A	6
MRPS18B	6
MRPS18C	4
MRPS2	9
MRPS21	1
MRPS22	3
MRPS23	17
MRPS24	7
MRPS25	3
MRPS26	20
MRPS27	5
MRPS28	8
MRPS30	5
MRPS31	13
MRPS33	7
MRPS34	16
MRPS35	12
MRPS36	5
MRPS5	2
MRPS6	21
MRPS7	17
MRPS9	2
MRRF	9
MRS2	6
MRTO4	1
MRVI1	11
MS4A10	11
MS4A14	11
MS4A2	11
MS4A6A	11
MS4A7	11
MSANTD1	4
MSANTD2	11
MSANTD3	9
MSANTD4	11
MSC	8
MSH2	2
MSH3	5
MSH4	1
MSH5	6
MSH6	2
MSI1	12
MSI2	17
MSL1	17
MSL2	3
MSL3	X
MSL3P1	2
MSMP	9
MSN	X
MSRA	8
MSRB1	16
MSRB2	10
MSRB3	12
MSS51	10
MST1	3
MST1R	3
MSTO1	1
MSX1	4
MSX2	5
MT1A	16
MT1E	16
MT1F	16
MT1G	16
MT1L	16
MT1M	16
MT1X	16
MT2A	16
MTA1	14
MTA2	11
MTA3	2
MTAP	9
MTBP	8
MTCH1	6
MTCH2	11
MTCL1	18
MTCP1	X
MTDH	8
MTERF1	7
MTERF2	12
MTERF3	8
MTERF4	2
MTF1	1
MTF2	1
MTFMT	15
MTFP1	22
MTFR1	8
MTFR1L	1
MTFR2	6
MTG1	10
MTG2	20
MTHFD1	14
MTHFD1L	6
MTHFD2	2
MTHFD2L	4
MTHFR	1
MTHFS	15
MTHFSD	16
MTIF2	2
MTIF3	13
MTL5	11
MTM1	X
MTMR1	X
MTMR10	15
MTMR11	1
MTMR12	5
MTMR14	3
MTMR2	11
MTMR3	22
MTMR4	17
MTMR6	13
MTMR7	8
MTMR8	X
MTMR9	8
MTO1	6
MTOR	1
MTPAP	10
MTR	1
MTRF1	13
MTRF1L	6
MTRR	5
MTSS1	8
MTSS1L	16
MTURN	7
MTUS1	8
MTUS2	13
MTX1	1
MTX2	2
MTX3	5
MUC1	1
MUC12	7
MUC15	11
MUC20	3
MUC21	6
MUL1	1
MUM1	19
MUS81	11
MUSTN1	3
MUT	6
MUTYH	1
MVB12A	19
MVB12B	9
MVD	16
MVK	12
MVP	16
MX1	21
MX2	21
MXD1	2
MXD3	5
MXD4	4
MXI1	10
MXRA5	X
MXRA7	17
MXRA8	1
MYADM	19
MYB	6
MYBBP1A	17
MYBL1	8
MYC	8
MYCBP	1
MYCBP2	13
MYCBPAP	17
MYCL	1
MYCN	2
MYCT1	6
MYD88	3
MYDGF	19
MYEF2	15
MYEOV2	2
MYH10	17
MYH11	16
MYH13	17
MYH14	19
MYH7B	20
MYH9	22
MYL10	7
MYL12A	18
MYL12B	18
MYL4	17
MYL5	4
MYL6	12
MYL6B	12
MYL7	7
MYL9	20
MYLIP	6
MYLK	3
MYLK3	16
MYNN	3
MYO10	5
MYO15A	17
MYO15B	17
MYO18A	17
MYO19	17
MYO1A	12
MYO1B	2
MYO1C	17
MYO1D	17
MYO1E	15
MYO1F	19
MYO1G	7
MYO1H	12
MYO3B	2
MYO5A	15
MYO5B	18
MYO5C	15
MYO6	6
MYO7A	11
MYO7B	2
MYO9A	15
MYO9B	19
MYOF	10
MYPOP	19
MYRF	11
MYRIP	3
MYSM1	1
MZB1	5
MZF1	19
MZF1-AS1	19
MZT1	13
MZT2A	2
MZT2B	2
N4BP1	16
N4BP2	4
N4BP2L1	13
N4BP2L2	13
N4BP2L2-IT2	13
N4BP3	5
N6AMT1	21
N6AMT2	13
NAA10	X
NAA15	4
NAA16	13
NAA20	20
NAA25	12
NAA30	14
NAA35	9
NAA38	17
NAA40	11
NAA50	3
NAA60	16
NAAA	4
NAALAD2	11
NAALADL1	11
NAALADL2	3
NAB1	2
NAB2	12
NABP1	2
NABP2	12
NACA	12
NACA2	17
NACAD	7
NACC1	19
NACC2	9
NADK	1
NADK2	5
NADSYN1	11
NAE1	16
NAF1	4
NAGA	22
NAGK	2
NAGLU	17
NAGPA	16
NAGS	17
NAIF1	9
NAIP	5
NALCN	13
NAMPT	7
NANOG	12
NANOGNB	12
NANOS1	10
NANOS3	19
NANP	20
NANS	9
NAP1L1	12
NAP1L2	X
NAP1L3	X
NAP1L4	11
NAP1L5	4
NAPA	19
NAPB	20
NAPEPLD	7
NAPG	18
NAPRT	8
NAPSA	19
NAPSB	19
NARF	17
NARFL	16
NARS	18
NARS2	11
NASP	1
NAT10	11
NAT14	19
NAT16	7
NAT6	3
NAT8	2
NAT8B	2
NAT9	17
NATD1	17
NAV1	1
NAV2	11
NAV3	12
NBAS	2
NBEA	13
NBEAL1	2
NBEAL2	3
NBL1	1
NBN	8
NBPF10	1
NBPF11	1
NBPF14	1
NBPF15	1
NBPF3	1
NBPF9	1
NBR1	17
NBR2	17
NCALD	8
NCAM1	11
NCAM2	21
NCAPD2	12
NCAPD3	11
NCAPG	4
NCAPG2	7
NCAPH	2
NCAPH2	22
NCBP1	9
NCBP2	3
NCCRP1	19
NCDN	1
NCEH1	3
NCF1	7
NCF1B	7
NCF1C	7
NCF2	1
NCF4	22
NCK1	3
NCK2	2
NCKAP1	2
NCKAP1L	12
NCKAP5	2
NCKAP5L	12
NCKIPSD	3
NCL	2
NCLN	19
NCMAP	1
NCOA1	2
NCOA2	8
NCOA3	20
NCOA4	10
NCOA5	20
NCOA6	20
NCOA7	6
NCOR1	17
NCOR1P1	20
NCOR2	12
NCR3	6
NCR3LG1	11
NCS1	9
NCSTN	1
NDC1	1
NDC80	18
NDE1	16
NDEL1	17
NDFIP1	5
NDFIP2	13
NDN	15
NDNF	4
NDOR1	9
NDRG1	8
NDRG3	20
NDST1	5
NDST2	10
NDST3	4
NDUFA1	X
NDUFA10	2
NDUFA11	19
NDUFA12	12
NDUFA13	19
NDUFA2	5
NDUFA3	19
NDUFA4	7
NDUFA4L2	12
NDUFA5	7
NDUFA6	22
NDUFA7	19
NDUFA8	9
NDUFA9	12
NDUFAB1	16
NDUFAF1	15
NDUFAF2	5
NDUFAF3	3
NDUFAF4	6
NDUFAF5	20
NDUFAF6	8
NDUFAF7	2
NDUFB1	14
NDUFB10	16
NDUFB11	X
NDUFB2	7
NDUFB2-AS1	7
NDUFB3	2
NDUFB4	3
NDUFB5	3
NDUFB6	9
NDUFB7	19
NDUFB8	10
NDUFB9	8
NDUFC1	4
NDUFC2	11
NDUFS1	2
NDUFS2	1
NDUFS3	11
NDUFS4	5
NDUFS5	1
NDUFS6	5
NDUFS7	19
NDUFS8	11
NDUFV1	11
NDUFV2	18
NDUFV3	21
NEAT1	11
NEBL	10
NECAB1	8
NECAB3	20
NECAP1	12
NECAP2	1
NEDD1	12
NEDD4	15
NEDD4L	18
NEDD8	14
NEDD9	6
NEFH	22
NEFM	8
NEGR1	1
NEIL1	15
NEIL2	8
NEIL3	4
NEK1	4
NEK10	3
NEK11	3
NEK2	1
NEK3	13
NEK4	3
NEK5	13
NEK6	9
NEK7	1
NEK8	17
NEK9	14
NELFA	4
NELFB	9
NELFCD	20
NELFE	6
NELL2	12
NEMF	14
NENF	1
NEO1	15
NES	1
NET1	10
NETO1	18
NETO2	16
NEU1	6
NEU3	11
NEURL1B	5
NEURL2	20
NEURL3	2
NEURL4	17
NEUROD2	17
NEUROG2	4
NEXN	1
NF1	17
NF2	22
NFAM1	22
NFASC	1
NFAT5	16
NFATC1	18
NFATC2	20
NFATC2IP	16
NFATC3	16
NFATC4	14
NFE2L1	17
NFE2L2	2
NFE2L3	7
NFIA	1
NFIB	9
NFIC	19
NFIL3	9
NFIX	19
NFKB1	4
NFKB2	10
NFKBIA	14
NFKBIB	19
NFKBID	19
NFKBIE	6
NFKBIL1	6
NFKBIZ	3
NFRKB	11
NFS1	20
NFU1	2
NFX1	9
NFXL1	4
NFYA	6
NFYB	12
NFYC	1
NGDN	14
NGEF	2
NGF	1
NGFR	17
NGFRAP1	X
NGLY1	3
NGRN	15
NHEJ1	2
NHLH1	1
NHLRC1	6
NHLRC2	10
NHLRC3	13
NHLRC4	16
NHP2	5
NHS	X
NHSL1	6
NICN1	3
NID1	1
NID2	14
NIF3L1	2
NIFK	2
NIM1K	5
NIN	14
NINJ1	9
NINJ2	12
NINL	20
NIP7	16
NIPA1	15
NIPA2	15
NIPAL1	4
NIPAL2	8
NIPAL3	1
NIPBL	5
NIPSNAP1	22
NIPSNAP3A	9
NIPSNAP3B	9
NISCH	3
NIT1	1
NIT2	3
NKAIN2	6
NKAP	X
NKAPL	6
NKAPP1	X
NKD1	16
NKD2	5
NKG7	19
NKIRAS1	3
NKIRAS2	17
NKPD1	19
NKRF	X
NKTR	3
NKX2-8	14
NKX3-1	8
NKX3-2	4
NKX6-1	4
NLE1	17
NLGN1	3
NLGN2	17
NLGN3	X
NLGN4X	X
NLK	17
NLN	5
NLRC3	16
NLRC4	2
NLRC5	16
NLRP1	17
NLRP12	19
NLRP2	19
NLRP3	1
NLRP6	11
NLRP7	19
NLRP8	19
NLRP9	19
NLRX1	11
NMB	15
NMD3	3
NME1	17
NME1-NME2	17
NME2	17
NME3	16
NME4	16
NME5	5
NME6	3
NME7	1
NME8	7
NME9	3
NMI	2
NMNAT1	1
NMNAT2	1
NMNAT3	3
NMRAL1	16
NMRK1	9
NMT1	17
NMT2	10
NMUR1	2
NNMT	11
NNT	5
NOA1	4
NOB1	16
NOC2L	1
NOC3L	10
NOC4L	12
NOD1	7
NOD2	16
NODAL	10
NOG	17
NOL10	2
NOL11	17
NOL12	22
NOL3	16
NOL4	18
NOL4L	20
NOL6	9
NOL7	6
NOL8	9
NOL9	1
NOLC1	10
NOM1	7
NOMO1	16
NOMO2	16
NOMO3	16
NONO	X
NOP10	15
NOP14	4
NOP14-AS1	4
NOP16	5
NOP2	12
NOP56	20
NOP58	2
NOP9	14
NOS1AP	1
NOS2	17
NOS3	7
NOSIP	19
NOSTRIN	2
NOTCH1	9
NOTCH2	1
NOTCH2NL	1
NOTCH3	19
NOTCH4	6
NOV	8
NOVA1	14
NOVA2	19
NOX1	X
NOX4	11
NOX5	15
NOXA1	9
NOXO1	16
NOXRED1	14
NPAP1	15
NPAS1	19
NPAS2	2
NPAS3	14
NPAS4	11
NPAT	11
NPB	17
NPC1	18
NPC1L1	7
NPC2	14
NPDC1	9
NPEPL1	20
NPEPPS	17
NPFF	12
NPFFR2	4
NPHP1	2
NPHP3	3
NPHP4	1
NPHS1	19
NPIPA1	16
NPIPB4	16
NPIPB5	16
NPL	1
NPLOC4	17
NPM1	5
NPM2	8
NPM3	10
NPNT	4
NPPA	1
NPR1	1
NPR2	9
NPRL2	3
NPRL3	16
NPTN	15
NPTX2	7
NPTXR	22
NPY4R	10
NPY5R	4
NQO1	16
NQO2	6
NR0B1	X
NR1D1	17
NR1D2	3
NR1H2	19
NR1H3	11
NR1I2	3
NR1I3	1
NR2C1	12
NR2C2	3
NR2C2AP	19
NR2E1	6
NR2E3	15
NR2F1	5
NR2F1-AS1	5
NR2F2	15
NR2F6	19
NR3C1	5
NR3C2	4
NR4A1	12
NR4A2	2
NR5A2	1
NR6A1	9
NRARP	9
NRAS	1
NRBF2	10
NRBP1	2
NRBP2	8
NRDE2	14
NREP	5
NRF1	7
NRG1	8
NRG2	5
NRGN	11
NRIP1	21
NRIP2	12
NRK	X
NRL	14
NRM	6
NRN1	6
NRP1	10
NRP2	2
NRROS	3
NRSN1	6
NRSN2	20
NRTN	19
NRXN1	2
NRXN2	11
NRXN3	14
NSA2	5
NSD1	5
NSDHL	X
NSF	17
NSFL1C	20
NSL1	1
NSMAF	8
NSMCE1	16
NSMCE2	8
NSMCE4A	10
NSMF	9
NSRP1	17
NSUN2	5
NSUN3	3
NSUN4	1
NSUN5	7
NSUN5P1	7
NSUN5P2	7
NSUN6	10
NSUN7	4
NT5C	17
NT5C1B	2
NT5C2	10
NT5C3A	7
NT5C3B	17
NT5DC1	6
NT5DC2	3
NT5DC3	12
NT5E	6
NT5M	17
NTAN1	16
NTF3	12
NTF4	19
NTHL1	16
NTM	11
NTMT1	9
NTN1	17
NTN3	16
NTN4	12
NTN5	19
NTNG2	9
NTPCR	1
NTRK1	1
NTRK2	9
NTRK3	15
NUAK1	12
NUAK2	1
NUB1	7
NUBP1	16
NUBP2	16
NUBPL	14
NUCB1	19
NUCB2	11
NUCKS1	1
NUDC	1
NUDCD1	8
NUDCD2	5
NUDCD3	7
NUDT1	7
NUDT10	X
NUDT11	X
NUDT12	5
NUDT13	10
NUDT14	14
NUDT15	13
NUDT16	3
NUDT16L1	16
NUDT16P1	3
NUDT17	1
NUDT18	8
NUDT19	19
NUDT2	9
NUDT21	16
NUDT22	11
NUDT3	6
NUDT4	12
NUDT5	10
NUDT6	4
NUDT7	16
NUDT8	11
NUDT9	4
NUF2	1
NUFIP1	13
NUFIP2	17
NUGGC	8
NUMA1	11
NUMB	14
NUMBL	19
NUP107	12
NUP133	1
NUP153	6
NUP155	5
NUP160	11
NUP188	9
NUP205	7
NUP210	3
NUP214	9
NUP35	2
NUP37	12
NUP43	6
NUP50	22
NUP54	4
NUP62	19
NUP62CL	X
NUP85	17
NUP88	17
NUP93	16
NUP98	11
NUPL2	7
NUPR1	16
NUS1	6
NUSAP1	15
NUTF2	16
NUTM2A	10
NUTM2A-AS1	10
NUTM2F	9
NUTM2G	9
NVL	1
NWD1	19
NXF1	11
NXN	17
NXNL2	9
NXPE3	3
NXPH3	17
NXPH4	12
NXT1	20
NXT2	X
NYAP1	7
NYAP2	2
NYNRIN	14
OAF	11
OARD1	6
OAS1	12
OAS3	12
OASL	12
OAT	10
OAZ1	19
OAZ2	15
OAZ3	1
OBFC1	10
OBP2A	9
OBP2B	9
OBSCN	1
OBSL1	2
OCA2	15
OCEL1	19
OCIAD1	4
OCIAD2	4
OCLM	1
OCRL	X
ODC1	2
ODF2	9
ODF2L	1
ODF3B	22
ODF3L1	15
OFD1	X
OGDH	7
OGDHL	10
OGFOD1	16
OGFOD2	12
OGFOD3	17
OGFR	20
OGFRL1	6
OGG1	3
OGN	9
OGT	X
OIP5	15
OLA1	2
OLFM1	9
OLFML1	11
OLFML2A	9
OLFML2B	1
OLFML3	1
OLR1	12
OMA1	1
OMD	9
OMG	17
ONECUT2	18
OPA1	3
OPA3	19
OPHN1	X
OPLAH	8
